# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 2719629 2734130 937361 2734130
-1.06651483503 -5847.3559434 0.414480327191 2460804 2739044 1286801 3628361
-2.10158021247 -4231.94337693 0.831397613699 2284694 2740914 1506080 3972271
-3.07254634081 -3035.68423488 0.541743119554 2178287 2743143 1621042 4193659
-4.02480689469 -2380.79611739 0.306966122045 2085462 2743605 1585166 4304793
-5.02388081233 -1608.155544 0.84820069944 2035273 2745685 1762084 4280128
-5.91516479799 -1253.78582691 0.59185518775 1963688 2748012 1695781 4449125
-6.88092436862 -1032.57985105 0.958172892306 1902512 2748870 1770920 4387401
-7.7912485072 -887.326041672 0.864078626641 1857392 2749591 1709206 4458532
-8.75142276512 -766.984645589 0.746080405659 1817538 2750030 1751579 4400337
-9.67521917872 -673.680073321 0.606909715088 1785389 2751272 1784445 4442900
-10.5903118045 -598.043096197 0.738525279681 1757076 2753975 1842765 4478642
-11.4819825318 -537.175853856 0.0183610837631 1730314 2755626 1900168 4538767
-12.356786612 -486.984120868 0.231570184766 1707748 2758604 2101343 4602713
-13.1473266718 -447.946811891 0.769193008201 1688683 2759341 2444897 4802945
-13.8314303057 -417.920439365 0.0491955292306 1675224 2759312 2584731 5139905
-14.5268872325 -390.102716088 0.928605224378 1663414 2758912 2518212 5280943
-15.2741080097 -362.840418243 0.835002222509 1651890 2757353 2542681 5220956
-16.0007859586 -338.988809577 0.963859387453 1639722 2755760 2592457 5243441
-16.7126777449 -317.729288476 0.186877537947 1630792 2754933 2702127 5286041
-17.3918830946 -299.066427054 0.310719127025 1624190 2755490 2636397 5390703
-18.1142314335 -280.911429554 0.811695408141 1615955 2754094 2532580 5326834
-18.8642927978 -263.529530996 0.455142701088 1605077 2752213 2513057 5222754
-19.6027604471 -247.905616324 0.855000519417 1598234 2750484 2426590 5200335
-20.3712601523 -232.74964691 0.297513746711 1590987 2749202 2695281 5116058
-21.021227892 -220.864445452 0.0496687945391 1582874 2746529 2824638 5370012
-21.6723129777 -209.722116061 0.0849708179631 1575808 2745238 2498467 5495824
-22.4659737317 -196.995894422 0.260513510833 1570170 2743399 1873407 5175466
-23.4816612596 -181.948840942 0.352702516228 1560514 2743039 1624462 4563810
-24.5135202243 -168.496875105 0.73031496617 1551364 2742605 1880445 4316975
-25.350074234 -159.040005851 0.190845567025 1543394 2744350 1743018 4561843
-26.3134291953 -149.42799006 0.119190040387 1534405 2745270 2035688 4436537
-27.0993151421 -142.735459184 0.191161611461 1528175 2747376 2107051 4717384
-27.9110163615 -136.737671204 0.0513915395513 1516286 2748797 1927815 4792312
-28.8243765315 -130.959844814 0.844515256018 1506072 2748645 1924519 4618089
-29.7035699515 -126.185374282 0.993107257587 1491164 2749185 1833127 4611463
-30.6285663654 -121.917327016 0.862117519364 1479252 2749709 1906743 4524368
-31.4969482635 -118.504605187 0.0833209051587 1464259 2748868 1885718 4592805
-32.390597824 -115.514398957 0.174311326502 1448074 2748493 1991722 4573898
-33.2271626825 -113.152099318 0.0136921630837 1431763 2745492 1944345 4672511
-34.1077361806 -111.029256022 0.899124149 1412583 2744693 1810493 4627141
-35.0480539459 -109.088497137 0.372704737716 1394546 2742351 1768268 4495192
-35.983265948 -107.427105686 0.453797783966 1376788 2739604 1517096 4450066
-37.056676777 -105.786251775 0.345383447801 1351504 2736990 1822435 4205903
-37.8984778271 -104.682042551 0.920649891764 1338450 2735311 1997015 4496117
-38.7158901347 -103.721243717 0.747547069616 1321334 2734733 2042734 4667688
-39.5475007932 -102.840018387 0.328422212102 1308710 2735694 2160673 4716955
-40.3346505249 -102.087366544 0.745709005692 1294728 2736583 1968202 4832218
-41.2359074794 -101.301031831 0.174532068488 1279605 2737680 1771611 4649171
-42.2018453603 -100.534874763 0.585267965475 1265781 2739435 1866461 4459167
-43.0769186934 -99.909505852 0.986682989412 1246476 2741052 2002356 4549409
-43.9031207462 -99.3745389672 0.617081871467 1230743 2742051 2073006 4681407
-44.7232639804 -98.8872590808 0.344634221611 1214211 2742680 2012294 4749736
-45.5863286837 -98.4198292574 0.863237582176 1194375 2743177 1707619 4691256
-46.5965816307 -97.9255364418 0.546433511628 1172512 2743473 1602922 4396441
-47.6052361186 -97.4859267515 0.760292723974 1145393 2742961 1541710 4291039
-48.6280231822 -97.0898924077 0.463311567764 1116378 2742448 1664595 4229945
-49.562981403 -96.7669061697 0.129436316789 1091525 2744121 1625871 4350099
-50.5476878285 -96.4604552253 0.252371415945 1062596 2744608 1593709 4314806
-51.5438177217 -96.1808731971 0.715133178642 1029833 2746110 1745825 4285059
-52.4451845353 -95.9537347842 0.271643961842 996245 2748560 1874574 4433339
-53.3104418939 -95.7546306268 0.621701973335 959618 2750076 1868895 4560619
-54.2059856981 -95.5671275863 0.859462469261 919736 2751603 1982061 4558317
-55.0439765235 -95.4054897304 0.670672452773 876013 2752822 1994195 4670814
-55.8996097211 -95.2509556391 0.32338536545 822341 2753782 2036101 4685500
-56.7380667902 -95.1062409029 0.510410300345 761099 2755044 1938662 4730372
-57.6333890467 -94.9525943997 0.0248214971942 689585 2754981 1839350 4640366
-58.5611421019 -94.7882298719 0.844096156762 614917 2755705 2062752 4549067
-59.3583818445 -94.640474097 0.556098198917 566767 2757521 2340124 4768536
